Survived,Pclass,Sex,SibSp,Parch,Embarked,Edad,Tarifa,Lname,NamePrefix
0,2,1,0,0,2,0,1,105,11
0,3,1,0,0,2,0,1,306,11
1,3,0,0,0,1,6,0,418,8
0,1,1,1,1,0,0,3,597,11
0,3,1,0,0,2,0,0,272,11
1,1,0,1,0,0,5,3,26,12
1,1,1,0,0,2,7,2,552,11
0,3,0,0,1,0,5,1,39,8
0,3,1,0,0,1,4,0,201,11
0,3,1,1,0,2,7,0,235,11
0,2,1,0,0,2,0,2,411,11
1,2,0,0,0,2,0,1,306,12
1,1,1,0,0,2,0,2,87,11
1,1,0,0,0,2,4,3,114,8
1,3,1,1,1,0,6,2,414,7
1,1,0,0,0,0,4,3,377,9
0,1,1,0,0,2,6,2,315,11
1,1,1,1,0,2,0,3,596,11
0,3,1,0,0,2,7,1,328,11
0,2,1,0,0,2,0,1,223,11
0,3,1,0,0,2,4,0,573,11
1,1,0,0,0,0,0,3,177,8
1,2,0,0,0,2,7,1,613,8
0,3,1,0,0,1,6,2,382,11
0,3,1,0,0,2,7,0,292,11
1,2,0,0,1,2,2,3,239,8
0,3,1,1,0,2,5,0,286,11
0,2,1,0,0,2,7,1,212,11
0,2,1,0,0,2,0,1,261,11
1,1,1,1,0,2,7,3,104,11
0,3,1,0,0,2,4,1,456,11
1,2,0,3,0,2,7,2,502,12
1,3,0,0,0,1,6,0,370,8
0,2,1,1,0,2,4,2,77,11
0,3,0,1,0,2,4,0,277,8
1,1,0,0,0,2,7,3,11,8
0,3,1,0,0,0,2,2,245,11
0,2,1,0,0,2,6,0,317,11
0,2,1,0,0,2,4,1,55,11
0,2,1,0,0,2,4,1,611,11
0,3,1,0,0,2,7,2,647,11
0,3,0,1,3,2,0,3,187,12
1,1,1,0,0,0,7,3,341,11
0,3,1,0,0,2,6,0,279,11
0,3,1,0,0,2,6,0,425,11
1,1,1,0,0,2,6,2,246,11
0,1,1,1,0,2,0,3,101,11
1,1,0,2,2,0,4,3,528,8
0,3,1,1,0,2,4,2,388,11
1,3,1,0,0,2,7,0,587,11
0,1,1,1,1,2,3,3,134,0
0,3,1,1,1,2,5,2,1,11
1,2,0,0,0,2,7,1,556,8
0,1,1,1,0,2,4,3,374,11
0,3,1,0,0,1,7,0,124,11
1,2,0,1,1,2,1,2,637,8
1,3,1,0,1,2,2,1,407,7
0,3,1,0,0,2,7,1,621,11
0,3,1,0,0,2,4,0,294,11
1,2,0,1,2,2,0,3,255,12
1,2,1,1,1,2,1,1,232,7
0,3,1,0,0,2,7,0,97,11
0,2,1,0,0,2,5,1,34,11
0,3,1,0,0,2,7,1,598,11
1,1,0,0,0,2,7,3,522,16
0,3,1,0,0,2,6,1,202,11
0,3,1,0,0,2,0,0,436,11
1,3,1,0,0,0,4,0,38,11
1,1,0,1,2,2,0,3,100,12
0,3,1,0,0,2,5,0,171,11
1,1,0,1,0,2,0,3,262,12
0,1,1,0,0,0,6,3,74,3
0,3,0,0,0,1,7,0,369,8
0,3,1,1,0,1,6,2,409,11
0,3,1,0,0,2,7,1,225,11
0,3,1,0,0,2,4,1,345,11
0,3,1,0,0,2,0,0,286,11
0,2,0,0,0,2,0,1,360,12
0,3,1,0,0,0,6,0,173,11
1,2,0,1,3,2,0,2,260,12
0,3,1,0,0,2,5,0,421,11
0,3,1,0,0,1,6,0,603,11
1,3,0,0,0,2,1,1,175,8
0,3,1,0,0,1,6,0,310,11
1,1,0,0,1,2,0,3,513,12
1,3,0,0,0,0,5,0,30,8
1,1,0,1,0,2,5,3,154,12
0,1,1,0,0,2,7,2,353,11
0,3,1,1,2,2,6,2,293,11
0,3,1,0,0,2,4,0,10,11
0,3,1,0,0,2,4,0,238,11
1,3,0,0,0,2,5,0,561,8
0,3,1,4,1,1,2,2,505,7
1,3,1,1,2,2,1,2,150,7
0,1,1,0,0,0,0,3,226,11
0,3,1,0,0,1,6,0,304,11
0,2,1,0,0,2,5,2,204,11
0,3,0,8,2,2,6,3,532,8
0,1,1,0,0,0,6,2,271,11
0,3,1,0,0,2,4,0,145,11
0,2,1,0,0,2,0,1,460,11
1,1,0,0,0,2,0,2,330,3
1,3,0,0,0,2,7,1,458,12
0,3,1,0,0,0,7,0,274,11
0,3,0,1,1,2,7,2,619,12
0,2,1,0,0,2,7,1,493,11
1,2,0,1,1,2,7,2,122,12
1,1,1,1,2,2,2,3,100,7
1,3,1,0,1,0,1,1,599,7
1,3,1,0,0,2,7,0,249,11
0,3,1,0,0,2,7,0,291,11
0,1,1,0,0,2,0,0,19,11
0,3,0,0,0,2,5,0,487,8
0,2,1,0,0,2,0,1,395,11
1,1,0,1,0,2,7,3,104,12
0,3,1,0,0,2,7,0,8,11
0,3,1,0,0,2,0,2,340,11
0,2,1,0,0,2,7,1,566,11
0,3,0,4,2,2,2,3,16,8
0,3,1,0,0,2,7,1,605,11
0,1,1,0,0,2,6,0,196,11
0,3,0,0,0,2,4,0,252,8
0,2,1,1,1,0,7,3,367,11
0,3,1,0,0,2,0,0,264,11
0,3,1,3,2,2,2,2,563,7
1,1,0,1,1,2,0,3,247,12
1,3,1,0,0,2,7,1,357,11
0,1,1,0,0,2,0,0,503,4
1,3,0,0,1,2,7,1,407,12
0,3,1,4,1,2,1,3,464,7
0,3,1,0,0,1,6,0,185,11
0,3,1,0,0,2,6,3,324,11
1,2,1,0,2,0,1,3,367,7
1,3,1,0,0,1,6,0,379,11
1,1,0,0,0,2,3,3,584,12
1,3,0,1,0,0,5,1,653,12
1,2,1,1,1,2,1,2,507,7
0,3,1,0,0,0,6,0,529,11
0,3,1,0,0,2,4,0,29,11
0,3,1,0,0,2,5,1,13,11
1,1,0,1,1,0,0,3,123,8
0,3,1,0,0,2,4,1,469,11
0,3,1,0,0,2,6,1,558,11
1,3,1,0,0,2,7,3,109,11
1,1,1,0,0,0,6,2,371,11
0,3,1,0,0,2,4,0,9,11
0,2,1,0,0,2,5,1,417,11
1,1,0,0,0,0,7,2,543,8
0,3,1,0,0,0,7,0,336,11
0,3,1,0,0,2,5,1,135,11
0,3,1,0,0,2,0,0,0,11
0,3,1,8,2,2,6,3,532,11
0,3,1,0,0,0,7,0,372,11
0,2,1,0,1,2,7,3,239,14
1,1,0,1,0,0,6,3,216,12
0,3,1,4,2,2,1,3,16,7
0,3,1,0,0,2,3,0,593,11
0,3,0,1,1,0,2,2,67,8
1,1,0,0,1,2,5,3,350,8
0,2,0,1,0,2,0,2,100,12
1,3,0,0,1,2,5,1,6,12
1,1,0,1,1,2,0,3,641,12
1,1,1,0,0,2,0,2,141,11
1,3,0,0,3,0,4,2,32,12
0,3,1,0,0,0,6,0,498,11
0,3,1,2,0,2,0,1,235,11
0,2,1,1,0,2,4,1,209,11
1,1,0,0,0,2,0,2,594,12
0,3,0,8,2,2,6,3,532,8
0,2,1,0,0,2,4,1,211,11
1,2,0,0,0,2,0,1,84,12
1,2,0,1,0,0,7,1,168,8
0,1,1,0,0,2,7,3,515,11
0,3,1,0,0,2,6,1,666,11
1,3,1,1,1,2,1,1,292,7
0,3,1,0,0,2,7,0,35,11
1,1,0,1,1,2,0,3,50,12
0,1,1,0,0,2,7,0,97,11
0,3,1,0,0,2,0,1,624,11
1,2,0,1,0,0,7,2,2,12
1,3,0,0,0,0,5,0,423,8
0,3,1,0,0,2,4,1,227,11
0,3,1,0,0,2,4,0,485,11
0,3,1,0,0,2,6,0,323,11
1,1,0,0,1,0,0,3,495,12
1,2,0,0,1,2,4,2,548,12
0,3,1,0,0,2,7,0,373,11
0,3,0,0,0,2,4,1,139,8
0,2,1,0,0,2,7,1,37,11
0,3,1,0,0,2,4,0,591,11
0,3,0,0,5,1,0,2,505,12
0,2,1,0,0,2,7,1,406,14
1,1,0,0,0,2,4,2,221,8
0,3,0,1,2,2,6,2,293,8
1,1,1,0,0,0,7,2,52,11
0,3,1,0,0,1,7,0,159,11
